"R0000100","R0069500","R0536300","R0536402","R0538700","R0554500","R0554800","R1201300","R1236000","R1482600","R1487700","R2463300","R2600200","R2729700","R3481900","R3776700","R3876300","R3884701","R3885200","R3885300","R3885400","R3899100","R3923600","R3925200","R3925300","R5511700","R9829600","S7513500","S7521300","S7521400","S7521500","S7521600","S7521700","S7521800","S7521900","S7522000","S7522100","T0013900","T0022000","T0022100","T0022200","T0022300","T0022400","T0022500","T0022600","T0022700","Z9083800"
120,2,1,1982,1,-4,-4,-4,1,4,0,-5,-5,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,20
121,1,1,1981,1,5,-2,1,2,4,2,3,1,3,2,3,17,11,1,4,2,1,1,0,1,16,80701,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,13
122,1,1,1984,1,5,-2,1,2,4,0,1,1,3,2,3,15,9,1,4,1,1,1,1,1,16,59605,12,1000,-4,-4,-4,-4,-4,-4,-4,-4,12,1200,-4,-4,-4,-4,-4,-4,-4,12
123,2,1,1980,1,-4,-4,-4,1,4,4,-5,-5,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,10
124,1,1,1982,1,-4,-4,-4,1,4,0,-5,-5,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,8
125,2,2,1984,1,3,2,1,3,4,0,-5,-5,4,1,2,15,9,1,5,3,1,-3,0,1,-5,67045,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,16
126,1,1,1981,1,-4,-4,-4,1,4,6,3,1,1,3,3,18,12,1,6,1,1,1,4,3,16,35303,12,1955,-4,-4,-4,-4,-4,-4,-4,-4,12,2111,-4,-4,-4,-4,-4,-4,-4,12
127,2,2,1982,1,-4,-4,-4,1,4,1,3,1,1,3,3,17,11,1,4,2,1,1,1,3,16,58706,16,1974,2788,-4,-4,-4,-4,-4,-4,-4,16,2060,2952,-4,-4,-4,-4,-4,-4,18
128,2,2,1982,1,5,4,3,1,4,1,3,1,1,3,3,17,11,3,5,2,1,1,0,1,15,71624,17,1875,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,17
129,1,2,1980,4,-4,-4,-4,1,4,0,3,1,1,2,3,19,12,3,4,0,1,1,1,2,13,61979,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,16
130,2,2,1981,4,-4,-4,-4,1,4,2,3,1,1,2,3,18,11,3,4,0,1,1,0,2,15,39653,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,16
131,1,1,1980,1,3,5,1,2,4,0,3,2,4,1,5,19,13,1,3,0,1,-4,0,2,-5,98342,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,13
132,2,1,1983,1,1,1,1,4,4,0,2,1,1,1,3,16,10,1,5,2,1,1,0,1,20,89334,17,2121,-4,-4,-4,-4,-4,-4,-4,-4,17,2284,-4,-4,-4,-4,-4,-4,-4,17
133,2,1,1982,1,5,5,2,1,4,1,-5,-5,1,2,3,17,11,1,4,2,1,1,0,2,-5,83789,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,16,2346,-4,-4,-4,-4,-4,-4,-4,16
134,2,1,1984,1,-4,-4,-4,4,4,0,2,1,1,1,3,15,9,1,5,2,1,1,0,0,13,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,15
135,3,1,1981,1,3,4,1,1,4,2,3,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,17,94833,18,1625,-4,-4,-4,-4,-4,-4,-4,-4,18,1683,-4,-4,-4,-4,-4,-4,-4,18
136,2,2,1983,1,2,3,1,4,4,0,-5,-5,1,2,2,16,10,1,5,3,1,1,0,1,17,89028,16,1556,-4,-4,-4,-4,-4,-4,-4,-4,16,1865,-4,-4,-4,-4,-4,-4,-4,16
137,4,2,1980,1,2,3,1,1,4,0,-4,-4,1,1,-4,19,11,2,6,3,0,-4,0,0,13,63329,11,1683,-4,-4,-4,-4,-4,-4,-4,-4,11,2000,-4,-4,-4,-4,-4,-4,-4,11
138,1,1,1984,1,4,2,1,2,4,2,2,2,1,3,2,15,8,1,5,3,1,1,1,1,16,60424,12,1500,-4,-4,-4,-4,-4,-4,-4,-4,12,1300,925,1500,-4,-4,-4,-4,-4,14
139,1,2,1984,1,4,1,1,2,4,0,2,1,1,2,3,15,9,1,4,2,1,1,0,0,14,98914,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,12
140,2,1,1983,1,1,1,3,2,2,1,2,-3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,79409,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,14
141,2,2,1980,1,3,3,1,1,4,1,-5,-5,1,2,3,20,13,1,4,0,1,1,0,1,-5,50052,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,13
142,2,2,1981,1,3,3,1,1,4,3,3,1,1,2,3,18,12,2,4,1,1,1,1,3,16,55540,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,12,1793,1182,725,1650,-4,-4,-4,-4,12
143,3,1,1981,2,3,-2,1,2,1,1,3,2,3,1,3,18,12,1,5,1,1,1,0,3,10,42098,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,14
144,3,1,1982,2,3,3,3,1,1,4,3,1,1,2,3,17,11,2,5,3,1,1,3,1,14,62219,13,1300,975,-4,-4,-4,-4,-4,-4,-4,13,1538,1379,-4,-4,-4,-4,-4,-4,13
145,1,1,1984,2,3,3,3,1,1,5,2,1,1,2,3,15,9,2,5,3,1,1,0,2,17,39585,14,800,1454,1040,-4,-4,-4,-4,-4,-4,14,1812,850,-4,-4,-4,-4,-4,-4,16
146,1,1,1984,2,3,3,1,1,1,0,2,1,1,1,3,15,9,8,5,2,1,1,0,0,-4,18371,12,1260,900,704,-4,-4,-4,-4,-4,-4,12,1308,950,900,-4,-4,-4,-4,-4,12
147,1,2,1984,1,3,-2,1,1,4,0,1,3,3,2,3,15,9,1,3,1,1,3,1,1,14,42348,13,1000,-4,-4,-4,-4,-4,-4,-4,-4,13,-3,1154,-4,-4,-4,-4,-4,-4,13
148,2,2,1982,2,-2,-2,1,1,1,1,3,1,1,1,3,17,11,4,3,2,1,1,0,1,18,-4,11,775,1356,-4,-4,-4,-4,-4,-4,-4,11,775,-4,-4,-4,-4,-4,-4,-4,11
149,2,2,1983,2,-2,-2,1,1,1,0,3,2,1,4,3,16,10,4,5,3,1,4,0,0,15,5071,14,1059,800,-4,-4,-4,-4,-4,-4,-4,15,1000,-4,-4,-4,-4,-4,-4,-4,15
150,3,1,1984,2,-2,-2,1,1,1,2,1,1,1,1,3,15,9,2,6,3,1,1,3,2,14,12233,13,900,1125,-4,-4,-4,-4,-4,-4,-4,13,1125,1000,-4,-4,-4,-4,-4,-4,14
151,2,2,1982,2,3,-2,1,2,1,1,3,1,1,2,3,18,11,9,5,2,1,1,1,1,20,19749,12,1400,1500,1215,-4,-4,-4,-4,-4,-4,12,1424,-3,1100,-4,-4,-4,-4,-4,12
152,2,1,1982,2,-4,-4,-4,-3,1,3,1,-4,3,3,3,17,11,1,5,2,1,1,2,1,16,27157,12,523,1180,-4,-4,-4,-4,-4,-4,-4,12,1395,1163,-4,-4,-4,-4,-4,-4,12
153,2,2,1980,2,3,3,1,1,1,4,3,-3,1,3,3,19,12,4,7,5,1,-3,0,2,17,10825,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,12,-4,-4,-4,-4,-4,-4,-4,-4,12
154,2,1,1980,1,4,2,1,1,4,1,3,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,97902,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,12
155,2,1,1980,4,2,5,3,1,4,0,3,1,1,1,5,19,14,1,4,1,1,-4,0,2,16,99595,16,2500,-4,-4,-4,-4,-4,-4,-4,-4,16,2692,2404,-4,-4,-4,-4,-4,-4,16
156,2,1,1982,4,2,5,3,1,4,0,3,1,1,1,3,17,11,1,4,1,1,1,1,3,18,92692,18,-4,-4,-4,-4,-4,-4,-4,-4,-4,19,-4,-4,-4,-4,-4,-4,-4,-4,20
157,2,2,1982,1,3,-2,1,-3,2,0,3,-3,2,2,3,17,11,1,4,1,1,-3,0,3,13,-4,16,975,-4,-4,-4,-4,-4,-4,-4,-4,16,1125,738,-4,-4,-4,-4,-4,-4,16
158,1,1,1984,1,2,-2,3,3,2,0,1,1,1,1,3,14,9,1,5,3,1,1,4,2,16,79949,16,1425,-4,-4,-4,-4,-4,-4,-4,-4,16,1578,-4,-4,-4,-4,-4,-4,-4,16
159,1,2,1980,2,1,1,2,2,2,0,3,2,1,1,3,20,12,1,5,2,1,1,0,3,17,3049,12,1050,1000,438,-4,-4,-4,-4,-4,-4,12,725,-4,-4,-4,-4,-4,-4,-4,13
160,2,2,1981,1,-2,-2,1,2,2,5,3,-3,1,2,3,19,-3,4,5,2,1,2,0,-4,19,5463,-3,1500,850,-4,-4,-4,-4,-4,-4,-4,-3,-4,-4,-4,-4,-4,-4,-4,-4,-3
161,3,1,1982,1,-2,-2,1,1,2,5,3,1,1,3,3,17,10,4,5,3,1,1,4,2,17,4251,11,-4,-4,-4,-4,-4,-4,-4,-4,-4,11,-4,-4,-4,-4,-4,-4,-4,-4,11
162,2,2,1981,2,4,5,1,1,1,1,-5,-5,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,14,-5,16,1281,-4,-4,-4,-4,-4,-4,-4,-4,16,1683,-4,-4,-4,-4,-4,-4,-4,18
163,2,1,1983,2,4,5,1,1,1,4,-5,-5,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,13,-5,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,12,-4,-4,-4,-4,-4,-4,-4,-4,12
164,2,2,1981,1,5,4,1,1,4,4,3,1,1,2,3,18,11,1,6,1,1,1,0,3,15,50169,13,1680,-4,-4,-4,-4,-4,-4,-4,-4,13,1680,-4,-4,-4,-4,-4,-4,-4,13
165,2,1,1980,1,-4,-4,-4,1,4,0,3,1,1,1,5,19,13,1,5,2,1,-4,0,1,18,40421,16,2992,-4,-4,-4,-4,-4,-4,-4,-4,16,3162,-4,-4,-4,-4,-4,-4,-4,16
166,2,2,1982,1,-4,-4,-4,1,4,1,2,1,1,1,2,17,11,1,5,2,1,1,0,3,18,83128,16,1324,-4,-4,-4,-4,-4,-4,-4,-4,17,-4,-4,-4,-4,-4,-4,-4,-4,17
167,2,1,1984,1,0,-2,1,1,2,0,1,-3,1,3,2,15,9,4,2,1,1,-3,1,0,13,-4,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,12,-4,-4,-4,-4,-4,-4,-4,-4,12
168,2,1,1981,1,1,1,1,1,2,1,3,1,1,1,3,18,11,1,5,0,1,1,0,0,10,31337,12,1608,1769,1333,-4,-4,-4,-4,-4,-4,12,1340,-4,-4,-4,-4,-4,-4,-4,12
169,1,2,1983,1,1,1,1,2,4,0,2,1,1,2,3,16,10,1,5,3,1,1,0,2,18,75582,11,800,1000,-4,-4,-4,-4,-4,-4,-4,11,1500,800,-4,-4,-4,-4,-4,-4,11
170,1,2,1984,1,1,1,1,2,4,0,2,1,1,3,3,15,9,1,5,3,1,1,1,1,12,61533,14,1275,689,-4,-4,-4,-4,-4,-4,-4,14,1550,1275,-4,-4,-4,-4,-4,-4,16
171,2,2,1984,1,-2,-2,1,2,2,0,2,1,1,2,3,15,9,1,4,2,1,1,0,0,19,87967,14,1768,-4,-4,-4,-4,-4,-4,-4,-4,14,1024,1771,-4,-4,-4,-4,-4,-4,15
172,1,1,1983,1,3,2,1,1,4,0,2,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,98687,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,20
173,2,2,1980,1,2,2,1,1,4,0,3,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,13
174,2,1,1983,1,2,2,1,1,4,0,2,1,1,2,3,17,10,1,5,1,0,1,0,0,-5,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,12
175,2,2,1981,1,3,5,1,1,4,0,3,1,1,1,3,18,12,1,4,0,0,1,0,3,17,95637,17,2308,700,-4,-4,-4,-4,-4,-4,-4,17,1401,710,-4,-4,-4,-4,-4,-4,17
176,1,1,1982,1,3,3,1,1,4,0,3,1,1,1,3,17,11,1,7,3,0,1,0,0,18,90292,17,1000,1683,-4,-4,-4,-4,-4,-4,-4,17,1748,-3,-4,-4,-4,-4,-4,-4,17
177,1,2,1980,1,3,3,1,1,4,0,3,1,1,1,3,19,12,1,4,0,0,1,0,2,15,46304,17,1250,900,-4,-4,-4,-4,-4,-4,-4,18,3057,1250,-4,-4,-4,-4,-4,-4,18
178,2,2,1980,1,3,5,1,1,4,0,-5,-5,1,1,3,19,13,10,2,0,0,1,0,0,-5,87198,17,1057,-4,-4,-4,-4,-4,-4,-4,-4,18,1259,-4,-4,-4,-4,-4,-4,-4,20
179,2,2,1981,1,3,5,1,1,4,0,3,1,1,1,3,18,11,1,5,1,0,1,0,0,-5,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,11
180,1,1,1983,1,3,5,1,1,4,0,2,1,1,1,3,16,9,1,5,1,0,1,0,0,-5,95254,16,2010,-4,-4,-4,-4,-4,-4,-4,-4,16,2308,-4,-4,-4,-4,-4,-4,-4,16
181,1,2,1982,1,6,2,1,1,4,1,2,1,1,2,3,17,10,1,4,2,0,1,0,0,14,100000,16,2200,-4,-4,-4,-4,-4,-4,-4,-4,17,1923,-4,-4,-4,-4,-4,-4,-4,20
182,1,2,1984,1,6,2,1,1,4,0,2,1,1,2,3,15,9,1,4,2,0,1,0,1,15,98196,16,2346,-4,-4,-4,-4,-4,-4,-4,-4,16,2430,-4,-4,-4,-4,-4,-4,-4,16
183,3,2,1980,1,3,4,1,1,4,0,3,1,1,2,3,18,12,1,4,0,0,1,0,0,14,81282,15,1000,1700,-4,-4,-4,-4,-4,-4,-4,16,1140,1700,-4,-4,-4,-4,-4,-4,16
184,2,1,1984,1,3,3,1,1,4,0,2,1,1,2,3,15,9,1,4,2,1,1,0,2,16,79429,12,2069,3750,-4,-4,-4,-4,-4,-4,-4,12,2178,-4,-4,-4,-4,-4,-4,-4,12
185,3,1,1981,2,3,-2,1,-3,1,8,3,1,6,1,3,18,12,2,3,0,1,-3,0,0,18,7810,12,900,-4,-4,-4,-4,-4,-4,-4,-4,12,2100,945,-4,-4,-4,-4,-4,-4,12
186,2,2,1983,1,-4,-4,-4,1,4,0,3,1,1,3,3,16,10,1,4,2,1,1,0,0,17,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,12
187,2,1,1983,1,2,3,1,1,2,0,2,1,1,3,3,16,10,1,6,4,1,1,3,3,17,85828,17,835,1500,-4,-4,-4,-4,-4,-4,-4,17,-4,800,1050,-4,-4,-4,-4,-4,17
188,2,2,1980,1,-2,-2,1,-4,4,0,3,-4,1,1,3,19,12,4,2,0,1,1,0,3,-5,42443,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,16
189,1,2,1984,1,-4,-4,-4,1,4,0,2,1,1,1,3,15,9,4,3,1,1,1,0,0,13,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,12
190,2,1,1983,1,3,4,1,1,4,3,2,1,1,1,3,16,9,4,4,2,1,-3,0,1,16,82474,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,9
191,2,1,1982,1,5,2,1,1,4,3,3,1,1,1,3,17,11,6,3,1,1,-3,5,3,-5,74248,12,1346,-4,-4,-4,-4,-4,-4,-4,-4,12,8635,-4,-4,-4,-4,-4,-4,-4,12
192,2,2,1982,2,3,3,3,1,2,0,2,1,1,3,2,17,11,4,3,1,1,1,0,0,17,55484,12,-4,-4,-4,-4,-4,-4,-4,-4,-4,12,1192,785,-4,-4,-4,-4,-4,-4,13
193,2,2,1981,2,-2,-2,2,1,1,0,3,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,17,18081,12,1450,-4,-4,-4,-4,-4,-4,-4,-4,12,1533,-4,-4,-4,-4,-4,-4,-4,12
194,2,2,1980,2,4,5,1,1,2,3,3,1,1,2,-4,19,12,10,3,1,1,-4,0,3,14,49636,12,1188,1550,-4,-4,-4,-4,-4,-4,-4,12,1500,1600,-4,-4,-4,-4,-4,-4,13
195,2,1,1983,2,3,3,1,1,1,7,3,1,1,1,3,16,11,4,2,1,1,1,0,3,8,63503,13,800,-4,-4,-4,-4,-4,-4,-4,-4,13,2214,-3,-4,-4,-4,-4,-4,-4,13
196,2,1,1984,5,1,3,1,2,2,1,2,1,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,12
197,3,2,1981,1,3,2,1,1,4,2,-5,-5,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,75823,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,20
198,3,2,1980,1,-4,-4,-4,1,4,4,3,-3,1,3,3,19,12,8,5,1,1,-3,0,3,18,29945,12,6000,12270,-4,-4,-4,-4,-4,-4,-4,12,3000,-4,-4,-4,-4,-4,-4,-4,12
199,3,1,1982,1,4,3,1,1,4,7,2,1,1,2,3,17,10,3,3,1,1,1,6,3,15,52600,15,1743,-4,-4,-4,-4,-4,-4,-4,-4,15,1600,-4,-4,-4,-4,-4,-4,-4,16
200,2,1,1980,1,3,3,1,1,4,0,3,1,1,3,3,19,12,4,2,0,2,1,0,0,18,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,13,4427,2620,2620,2620,2942,2620,2620,2620,13
201,2,2,1983,1,5,6,2,1,4,1,2,1,1,3,3,15,10,1,3,1,1,1,2,3,13,99591,16,1603,1100,-4,-4,-4,-4,-4,-4,-4,16,2005,-4,-4,-4,-4,-4,-4,-4,18
202,3,1,1982,1,-4,-4,-4,1,4,2,2,1,1,1,3,17,9,1,4,2,1,1,0,2,11,39048,11,150000,120000,-4,-4,-4,-4,-4,-4,-4,11,3333,1163,2200,-4,-4,-4,-4,-4,11
203,2,2,1984,1,-4,-4,-4,1,4,1,2,1,1,1,2,15,8,1,4,2,1,1,3,2,14,46707,15,1000,-4,-4,-4,-4,-4,-4,-4,-4,16,2019,1067,-4,-4,-4,-4,-4,-4,16
204,2,2,1981,1,-2,1,1,1,4,0,3,1,1,3,3,18,11,4,3,1,1,1,0,2,6,61895,13,-3,-4,-4,-4,-4,-4,-4,-4,-4,13,1731,-4,-4,-4,-4,-4,-4,-4,14
205,3,2,1983,1,-2,1,1,1,4,0,2,1,1,3,3,15,8,4,3,1,1,1,0,2,13,33506,-3,1612,9300,-4,-4,-4,-4,-4,-4,-4,-3,-3,-4,-4,-4,-4,-4,-4,-4,-3
206,3,1,1982,5,0,2,2,1,4,3,3,1,1,2,3,17,10,1,7,3,1,1,0,2,14,-4,15,1900,-4,-4,-4,-4,-4,-4,-4,-4,15,1600,-4,-4,-4,-4,-4,-4,-4,18
207,2,2,1981,1,1,1,3,1,4,1,3,1,1,2,3,18,12,1,7,3,1,1,0,2,12,81998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,16
208,2,2,1984,1,1,1,3,4,4,0,1,1,3,1,3,15,9,1,7,3,1,1,0,1,17,71791,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,16
209,1,1,1983,5,0,0,3,2,2,0,2,2,1,2,3,16,10,1,5,3,1,1,0,1,17,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,12
210,1,1,1984,5,0,0,3,2,2,0,2,-3,1,1,3,15,9,1,5,3,1,-3,0,0,16,-4,12,1579,1200,855,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,12
211,2,2,1980,5,0,0,3,2,2,0,3,2,1,2,3,19,12,1,4,0,1,1,0,1,14,-4,17,2885,938,-4,-4,-4,-4,-4,-4,-4,17,2500,-4,-4,-4,-4,-4,-4,-4,17
212,2,1,1980,5,1,1,2,2,2,2,3,2,1,1,-4,19,10,1,4,1,1,-4,0,2,18,42507,10,1794,-4,-4,-4,-4,-4,-4,-4,-4,10,1919,-4,-4,-4,-4,-4,-4,-4,10
213,2,2,1982,5,1,1,3,2,2,0,3,2,1,2,3,17,11,1,4,1,1,2,0,0,17,35568,15,3488,-4,-4,-4,-4,-4,-4,-4,-4,15,-4,-4,-4,-4,-4,-4,-4,-4,15
214,2,2,1982,5,0,1,2,1,2,0,3,-3,2,3,3,17,11,1,5,3,1,-3,0,0,16,66561,16,1771,-4,-4,-4,-4,-4,-4,-4,-4,16,2549,-4,-4,-4,-4,-4,-4,-4,16
215,2,1,1981,5,0,1,2,1,2,0,3,1,1,3,3,18,12,4,5,1,1,1,1,2,15,-4,13,1676,-4,-4,-4,-4,-4,-4,-4,-4,13,1689,-3,-4,-4,-4,-4,-4,-4,16
216,3,2,1980,5,1,1,3,2,2,3,-4,-4,1,4,-4,19,9,10,3,1,1,-4,0,1,9,60496,14,1400,-4,-4,-4,-4,-4,-4,-4,-4,14,1477,1250,-4,-4,-4,-4,-4,-4,16
217,2,2,1982,5,-4,-4,-4,2,2,0,1,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,11,44030,12,800,800,-4,-4,-4,-4,-4,-4,-4,12,890,750,900,-4,-4,-4,-4,-4,14
218,2,1,1983,5,-4,-4,-4,2,2,0,2,2,1,1,3,16,10,4,3,1,1,1,1,0,18,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,12
219,2,1,1982,5,3,3,1,1,3,0,3,1,1,1,3,17,11,1,3,1,1,1,0,1,11,80773,16,1398,2190,233,1298,698,-4,-4,-4,-4,16,380,2400,-4,-4,-4,-4,-4,-4,16
220,2,1,1984,1,5,4,1,1,4,3,2,1,1,3,3,15,9,1,6,4,1,1,0,0,18,66556,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,13
221,2,2,1984,1,5,5,1,1,4,0,2,1,1,4,3,15,9,3,5,3,0,3,4,3,11,82209,14,1082,1124,-4,-4,-4,-4,-4,-4,-4,14,1200,1160,-4,-4,-4,-4,-4,-4,14
222,3,1,1981,1,-2,2,3,1,2,3,3,1,3,1,3,18,12,1,4,0,1,1,2,2,14,62197,13,1889,-4,-4,-4,-4,-4,-4,-4,-4,14,-3,-4,-4,-4,-4,-4,-4,-4,15
223,2,1,1981,1,-2,2,3,1,2,7,3,1,1,1,3,18,12,1,4,0,1,1,0,1,20,87923,15,1474,-4,-4,-4,-4,-4,-4,-4,-4,15,1545,-4,-4,-4,-4,-4,-4,-4,16
224,2,2,1982,1,3,-2,1,1,4,0,3,1,1,1,3,17,11,5,3,1,1,1,0,1,16,37760,12,1545,-4,-4,-4,-4,-4,-4,-4,-4,12,1675,-4,-4,-4,-4,-4,-4,-4,12
225,2,1,1980,1,3,1,1,-3,4,1,3,-3,2,1,3,19,12,10,4,0,1,-3,0,2,18,54975,12,465,2017,1000,900,-4,-4,-4,-4,-4,12,4808,2388,1000,-4,-4,-4,-4,-4,12
226,2,2,1981,2,3,0,1,1,1,1,3,1,1,1,3,18,12,4,4,2,1,1,0,0,13,7113,13,-3,-4,-4,-4,-4,-4,-4,-4,-4,14,-3,-4,-4,-4,-4,-4,-4,-4,14
227,3,2,1980,5,1,2,1,1,3,4,3,1,1,4,-4,20,8,10,3,2,1,-4,0,1,10,-4,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,8,750,-4,-4,-4,-4,-4,-4,-4,8
228,1,1,1984,5,0,3,2,1,4,0,2,2,1,2,3,15,10,1,4,2,1,2,0,0,17,29631,14,900,881,1300,-4,-4,-4,-4,-4,-4,14,1143,1000,-4,-4,-4,-4,-4,-4,16
229,1,2,1984,5,2,5,3,2,4,0,2,2,1,2,3,15,9,1,3,1,1,2,0,0,16,86033,16,-3,1143,-4,-4,-4,-4,-4,-4,-4,16,1690,-4,-4,-4,-4,-4,-4,-4,16
230,1,1,1984,1,1,1,2,2,2,3,1,1,3,2,1,15,9,1,4,2,1,1,1,3,18,62122,15,-3,-4,-4,-4,-4,-4,-4,-4,-4,16,1771,1479,-4,-4,-4,-4,-4,-4,16
231,2,1,1980,5,-4,-4,-4,2,2,5,3,-3,1,1,4,19,10,10,1,0,1,-3,1,0,18,-4,10,1700,-4,-4,-4,-4,-4,-4,-4,-4,10,1700,-4,-4,-4,-4,-4,-4,-4,10
232,3,1,1984,5,1,3,3,4,2,2,2,2,3,1,3,15,9,4,2,1,1,1,1,1,15,43085,12,1271,-4,-4,-4,-4,-4,-4,-4,-4,12,1331,-4,-4,-4,-4,-4,-4,-4,16
233,2,1,1980,5,1,0,1,2,2,1,3,2,1,2,3,19,12,1,3,0,1,2,1,2,12,-4,12,1350,-4,-4,-4,-4,-4,-4,-4,-4,12,1150,1056,1320,-4,-4,-4,-4,-4,12
234,2,2,1983,1,-4,-4,-4,2,2,2,2,2,1,2,3,16,9,2,5,3,1,-3,0,1,15,-4,12,1175,-4,-4,-4,-4,-4,-4,-4,-4,12,1175,-4,-4,-4,-4,-4,-4,-4,12
235,2,2,1981,4,1,2,2,2,4,0,3,2,1,1,3,18,12,1,4,1,1,2,0,2,14,60888,16,2764,2000,-4,-4,-4,-4,-4,-4,-4,16,2239,-4,-4,-4,-4,-4,-4,-4,16
236,3,2,1984,5,1,1,1,2,2,0,2,3,3,2,3,15,9,4,3,1,1,1,0,2,14,76936,14,1775,1660,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,14
237,1,1,1983,5,3,3,3,1,4,0,2,1,3,2,3,17,9,1,6,2,1,1,0,0,20,58782,15,5811,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,16
